3260	406 125 176
3261	151 350 2 550 615
3262	740 100 415 2 861
3263	621 740 390 590 2 817
3264	892 590 794 732 33 853
3265	90 740 792 2 817
3266	592 741 60 920
3267	856 260 832 390 590 2 817 690 544
3268	740 575 17 60 220 65 374
3269	740 690 435 255
3271	520 33 705 240
3272	740 7 503
3273	740 760 742
3274	740 255 705 741 412
3276	90 740 240 235 1 820
3278	520 33 705 231 220 2 817
3279	740 100 415 2 861
3280	740 460 741 60 920
3281	390 16 2 824
3282	520 33 705 231 60 550
3283	400 159 877
3284	105 31 60 820
3286	740 900 5 741 390 125
3287	740 400 142 61
3288	740 861 877 741 705 319
3291	617 16
3295	740 384 32 803 2 820
3296	740 927 32 741 208
3299	892 70 590 495 520 231 368 861
3300	740 48 2 817
3301	151 31 90 32 1 505
3302	527 550 235 2 817
3303	621 46
3304	154 160 363
3305	740 390 590 233 220 415 798 838 2 820
3306	90 125 2 861
3308	740 772 2 817
3311	520 920 320 220 415
3312	151 97 31
3313	400 806 805
3314	740 923 803
3315	390 869 2 861
3316	156 3
3317	267 413 575
3318	550 740 220 60 297 630
3322	740 269 792 741 345
3324	243 705 31
3326	520 233 803 60 820
